sku;name;preparation;description;duration;biomaterial
17.27.A45;Панель аллергенов деревьев IgE (ImmunoCAP), tx9 (микст пыльца деревьев: ольха серая, береза бородавчатая, лещина обыкновенная, дуб белый, ива белая);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Специфические антитела иммуноглобулины Е (IgE) к панели аллергенов, результат СУММАРНЫЙ, без определения конкретного аллергена. Обследование с целью выявления сенсибилизации к данным аллергенам.
Состав панели: ольха серая (t2), береза бородавчатая (t3), лещина обыкновенная (t4), дуб белый (t7), ива белая (t12)";11;сыворотка
17.27.A54;Панель аллергенов сорных трав IgE (ImmunoCAP), wx1 (амброзия высокая (w1), полынь (w6), подорожник ланцетолистный (w9), марь белая (w10), зольник/солянка (w11));Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Исключение IgE-зависимой аллергии на всю группу компонентов, входящих в состав смеси.;11;сыворотка
17.27.A68;Панель аллергенов сорных трав IgE (ImmunoCAP), wx2 (амброзия голометельчатая (w2), полынь (w6), подорожник ланцетовидный (w9), марь (w10), лебеда чечевицевидная (w15));Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Исключение IgE-зависимой аллергии на всю группу компонентов, входящих в состав смеси.;11;сыворотка
17.27.A52;Панель аллергенов сорных трав IgE (ImmunoCAP), wx3 (полынь (w6), подорожник ланцетовидный (w9), марь (w10), золотарник (w12), крапива двудомная (w20));Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Обследование с целью выявления сенсибилизации к данному аллергену.;11;сыворотка
17.27.A46;Панель аллергенов злаковых трав IgE (ImmunoCAP), gx1 (микст пыльца злаковых: ежа сборная, овсяница луговая, плевел, тимофеевка луговая, мятлик луговой);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Специфические антитела иммуноглобулины Е (IgE) к панели аллергенов, результат СУММАРНЫЙ, без определения конкретного аллергена. Обследование с целью выявления сенсибилизации к данным аллергенам.
Состав панели: ежа сборная (g3), овсяница луговая (g4), плевел (g5), тимофеевка луговая (g6), мятлик луговой (g8)";11;сыворотка
17.27.A47;Панель бытовых аллергенов IgE (ImmunoCAP), hx2 (микст: домашняя пыль, клещ домашней пыли D.pteronyssinus, клещ домашней пыли D. farinae, таракан рыжий);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Специфические антитела иммуноглобулины Е (IgE) к панели аллергенов, результат СУММАРНЫЙ, без определения конкретного аллергена. Обследование с целью выявления сенсибилизации к данным аллергенам.
Состав панели: Состав панели: домашняя пыль (h2), клещ домашней пыли D. pteronyssinus (d1), клещ домашней пыли D. farinae (d2), таракан рыжий (i6) ";11;сыворотка
17.27.A50;Панель аллергенов плесени IgE (ImmunoCAP), mx1 (микст: Penicillium chrysogenum, Cladosporium herbarum, Aspergillus fumigatus, Alternaria alternata);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Специфические антитела иммуноглобулины Е (IgE) к панели аллергенов, результат СУММАРНЫЙ, без определения конкретного аллергена. Обследование с целью выявления сенсибилизации к данным аллергенам.
Состав панели: Penicillium chrysogenum (m1), Cladosporium herbarum (m2), Aspergillus fumigatus (m3), Alternaria alternata (m6)";11;сыворотка
17.27.A53;"Панель аллергенов плесени IgE (ImmunoCAP), mx2 (Penicillium chrysogenum (m1), Cladosporium herbarum (m2), Aspergillus fumigatus (m3),
Alternaria alternata (m6), Setomelanomma rostrata (m8))";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Состав:
Penicillium chrysogenum (m1), Cladosporium herbarum (m2), Aspergillus fumigatus (m3),
Alternaria alternata (m6), Setomelanomma rostrata (m8)
Исключение IgE-зависимой аллергии на всю группу компонентов, входящих в состав смеси.";11;сыворотка
17.30.A43;Фадиатоп детский (сбалансированная смесь ингаляционных и пищевых аллергенов для скрининга атопии для детей до 4 лет);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Исследование включает определение суммы специфических IgE к наиболее распространенным ингаляционным аллергенам, ответственным за развитие аллергии у детей до 4 лет. 
При значении 0,35 кЕдА /л и выше Фадиатоп (Phadiatop) подтверждает наличие IgE сенсибилизации пациента.
Для определения причинных аллергенов на усмотрение лечащего врача могут быть использованы следующие тесты: комплексное исследование ""Аллергологическое обследование при экземе"" и/или единичные исследования: Береза бородавчата я t3, Тимофеевка луговая g6, Полынь w6, Амброзия высока я w1, Alternaria Alternata m6, Кошка, перхоть e1, Собака, перхоть е5, D.pteronyssinus d1, D. farinae d2, Cladosporium herbarum m2, Лошадь перхоть е3, Белок яйца f1, Молоко f2, Рыба f3, Пшеница f4, Арахис f13, Соя f14.
";11;сыворотка
17.30.A44;Фадиатоп (сбалансированная смесь ингаляционных аллергенов для скрининга атопии для детей старше 4 лет и взрослых);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Исследование включает определение суммы специфических IgE к наиболее распространенным ингаляционным аллергенам, ответственным за развитие аллергии у детей до 4 лет.
При значении 0,35 кЕдА /л и выше Фадиатоп (Phadiatop) подтверждает наличие IgE сенсибилизации пациента.
Для определения причинных аллергенов на усмотрение лечащего врача могут быть использованы следующие тесты: комплексное исследование ""Аллергологическое обследование при экземе"" и/или единичные исследования: Береза бородавчата я t3, Тимофеевка луговая g6, Полынь w6, Амброзия высока я w1, Alternaria Alternata m6, Кошка, перхоть e1, Собака, перхоть е5, D.pteronyssinus d1, D. farinae d2, Cladosporium herbarum m2, Лошадь перхоть е3.";11;сыворотка
17.35.A17;Аллергочип, ALEX2, 300 компонентов (включает определение общего IgE);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Комплексная диагностика IgE-зависимой аллергии на наиболее распространенные аллергены.;3;сыворотка
17.29.A48;Аллергочип, ImmunoCAP ISAC E112i;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Аллергочип ISAC (технология ImmunoCAP) – комплексный тест, включающий определение уровня специфических IgE к 112 аллергокомпонентам из 51 аллергенного источника. Анализ назначается только в случае ярко выраженных симптомов аллергии с четкой и безусловной связью с конкретным аллергеном или группой аллергенов. Тест может использоваться по рекомендации врача - аллерголога в дальнейшем обследовании пациентов с положительными результатами скрининговых тестов: положительный результат теста Фадиатоп (код 17.30.А44); выявленный высокий общий иммуноглобулин Е (код 10.0.А6.201) или специфические иммуноглобулины Е к панелям аллергенов.
Тест не является скрининговым и не может использоваться при первичном обследовании пациента с подозрением на аллергию.
Тест аллергочип ISAC целесообразен тогда, когда нужно подтвердить аллергию, уточнить имеет место истинная сенсибилизация или кросс- реактивность (перекрестные реакции) и оценить вероятность успешности АСИТ (аллерген- специфической иммунотерапии).
Со списком аллергенов и аллергокомпонентов можно ознакомиться на сайте.";18;сыворотка
17.29.H5;Компонентная диагностика аллергии на молоко IgE (ImmunoCAP) (молоко f2, казеин - аллергокомпонент f78);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Обследование с целью выявления сенсибилизации к данному аллергену. 
Состав: молоко f2, казеин - аллергокомпонент f78";9;сыворотка
17.29.H3;Аллергокомплекс перед вакцинацией IgE (ImmunoCAP) (Дрожжи пекарские f45, Яйцо f245, Триптаза);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Обследование с целью выявления возможной аллергической реакции на вакцины, в состав которых входят яйцо и пекарские дрожжи. 
Состав: Дрожжи пекарские f45, Яйцо f245, Триптаза";11;сыворотка
17.29.H8;"Аллергокомплекс при астме/рините взрослые IgE (ImmunoCAP) (основные ингаляционные аллергены: кошка, собака, клещ d1, тимофеевка, береза, полынь; дополнительные ингаляционные: курица, тополь)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Выявление аллергической IgE-опосредованной реакции на аллергены (кошка, собака, клещ домашней пыли, тимофеевка луговая, береза бородавчатая, полынь, амброзия высокая, таракан рыжий) методом ImmunoCAP. Исследование предназначено для выявления наиболее актуальных причин развития ринита и астмы у взрослых аллергического генеза.;9;сыворотка
17.29.H9;"Аллергокомплекс при астме/рините взрослые 2 IgE (ImmunoCAP) (основные ингаляционные аллергены: кошка, собака, клещ d1, тимофеевка, береза, полынь; дополнительные ингаляционные: амброзия, плесневый гриб)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Скрининговая этиологическая диагностика аллергии немедленного типа (IgE-зависимой) при проявлениях астмы и ринита у взрослых.
Выявление аллергической IgE-опосредованной реакции на аллергены (основные ингаляционные аллергены: кошка, собака, клещ d1, тимофеевка, береза, полынь; дополнительные ингаляционные: амброзия, плесневый гриб) методом ImmunoCAP. Комплекс направлен на выявление наиболее актуальных причин развития ринита и астмы у взрослых аллергического генеза.
Состав: Береза бородавчатая IgE (ImmunoCAP), t3; Тимофеевка луговая IgE (ImmunoCAP), g6; Полынь IgE (ImmunoCAP), w6; Кошка, перхоть IgE (ImmunoCAP), e1; Собака, перхоть IgE (ImmunoCAP), e5; Клещ домашней пыли D. pteronyssinus IgE (ImmunoCAP), d1; Амброзия высокая IgE (ImmunoCAP), w1; Плесневый гриб (Alternaria alternata) IgE (ImmunoCAP), m6.";9;сыворотка
17.29.H7;"Аллергокомплекс при астме/рините дети IgE (ImmunoCAP) (основные ингаляционные аллергены: кошка, собака, клещ d1, тимофеевка, береза, полынь; основные пищевые: яичный белок, молоко; дополнительные пищевые: арахис)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Выявление аллергической IgE-опосредованной реакции на аллергены (кошка, собака, клещ домашней пыли, тимофеевка луговая, береза бородавчатая, полынь, арахис, яичный белок, молоко) методом ImmunoCAP. Комплекс направлен на выявление наиболее актуальных причин развития ринита и астмы у детей аллергического генеза .;9;сыворотка
17.29.H10;"Аллергокомплекс при астме/рините дети 2 IgE (ImmunoCAP) (основные ингаляционные аллергены: кошка, собака, клещ d1, тимофеевка, береза, полынь; основные пищевые: яичный белок, молоко)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Скрининговая этиологическая диагностика аллергии немедленного типа (IgE-зависимой) при проявлениях астмы и ринита у детей.
Выявление аллергической IgE-опосредованной реакции на аллергены (основные ингаляционные аллергены: кошка, собака, клещ d1, тимофеевка, береза, полынь; основные пищевые: яичный белок, молоко)методом ImmunoCAP. Комплекс направлен на выявление наиболее актуальных причин развития ринита и астмы у детей аллергического генеза .";9;сыворотка
17.29.H4;"Аллергокомплекс при экземе IgE (ImmunoCAP) (основные ингаляционные аллергены кошка, собака, клещ d1; дополнительные ингаляционные: клещ d2; основные пищевые: яичный белок, молоко, треска, пшеница, соя)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Исследование применяется для выявления специфических IgE, ответственных за аллергические реакции немедленного типа, этиологически значимых при экземе. 
Состав: Кошка, эпителий и перхоть e1, Собака, перхоть e5, Яичный белок f1, Молоко f2, Пшеница f4, Соя f14, Треска f3, Клещ домашней пыли d1, Клещ домашней пыли d2.";9;сыворотка
17.29.H6;"Аллергокомплекс при экземе 2 IgE (ImmunoCAP) (основные ингаляционные аллергены: кошка, собака, клещ d1; основные пищевые: яичный белок, молоко, треска, пшеница, соя; дополнительные пищевые: какао, яичный желток)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Выявление аллергической IgE-опосредованной реакции на аллергены (кошка -эпителий и перхоть, собака - перхоть, клещ домашней пыли, яичный желток, яичный белок, молоко, пшеница, соя, треска, какао) методом ImmunoCAP. Комплекс направлен на выявление наиболее актуальных причин развития экземы.;9;сыворотка
17.29.H11;"Аллергокомплекс при экземе 3 IgE (ImmunoCAP) (основные ингаляционные аллергены: кошка, собака, клещ d1; основные пищевые: яичный белок, молоко, треска, пшеница, соя; дополнительные пищевые: арахис, креветка)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;"Скрининговая диагностика аллергии немедленного типа (IgE-зависимой), дифференциальная диагностика экземы.
Выявление аллергической IgE-опосредованной реакции на аллергены (основные ингаляционные аллергены: кошка, собака, клещ d1; основные пищевые: яичный белок, молоко, треска, пшеница, соя; дополнительные пищевые: арахис, креветка) методом ImmunoCAP. Комплекс направлен на выявление наиболее актуальных причин развития экземы.";9;сыворотка
50.0.H193;Аллергокомплекс «Пищевая аллергия» IgE (ImmunoCAP) (Яичный белок f1, Молоко f2, Треска f3, Пшеница f4, Арахис f13, Соя f14, Фундук f17, Креветка f24, Персик f95);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Выявление IgE-зависимой аллергии на компоненты комплекса.;9;сыворотка
50.0.H194;Аллергокомплекс «Прогноз эффективности АСИТ Букоцветные деревья» IgE (ImmunoCAP) (Береза аллергокомпонент, t215 rBet v1 PR-10, Береза аллергокомпонент, t221 rBet v2, rBet v4);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Определение целесообразности проведения АСИТ.;9;сыворотка
50.0.H195;Аллергокомплекс «Прогноз эффективности АСИТ: Злаковые травы» IgE (ImmunoCAP) (Тимофеевка луговая аллергокомпонент, g213 rPhl p1, rPhl p5b, Тимофеевка луговая, аллергокомпонент, g214 rPhl p7, rPhl p12);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Определение целесообразности проведения АСИТ.;9;сыворотка
50.0.H196;"Аллергокомплекс «Прогноз эффективности АСИТ: Сорные травы» IgE (ImmunoCAP) 
(Амброзия, аллергокомпонент, w230 nAmb a1, Полынь, аллергокомпонент, w231 nArt v1, Полынь, аллергокомпонент, w233 nArt v3, Тимофеевка луговая, аллергокомпонент, g214 rPhl p7, rPhl p12)";Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Определение целесообразности проведения АСИТ.;9;сыворотка
17.29.A49;Аллергокомплекс предоперационный IgE (ImmunoCAP) (Триптаза, Желатин коровий с74, Латекс k82, Хлоргексидин с8);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме.;Выявление IgE-зависимой аллергии на компоненты комплекса.;11;сыворотка
50.0.H153;Комплексный анализ крови на наличие тяжёлых металлов и микроэлементов 23 показателя (Li, B, Na, Mg, Al, Si, K, Ca, Ti, Cr, Mn, Fe, Co, Ni, Cu, Zn, As, Se, Mo, Cd, Sb, Hg, Pb);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;Тест используется для диагностики дисбаланса макро- и микроэлементов в организме: дефицита или избытка эссенциальных и токсических элементов. Назначается сотрудникам вредных производств или людям, имеющим неспецифические симптомы в виде анемии, повышенной утомляемости, депрессивных расстройств, изменения кожи, волос, ногтей, ухудшения зрения, обоняния, нарушения в репродуктивной функции, ослабления иммунитета.;8;сыворотка + кровь с EDTA
23.1.A11;Алюминий в крови, спектрометрия (Al);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;"Потенциально токсичный элемент. Тест используется для диагностики интоксикации алюминием: пациенты, получающие лечение препаратами с алюминием при нарушении функции почек, пациенты на гемодиализе, при наличии проф. вредности. Его дефицит нарушает процессы регенерации костной, соединительной и эпителиальной ткани, функцию околощитовидных желёз. 

Аналитическая чувствительность 10 мкг/л";7;кровь с EDTA
23.1.A10;Бор в крови, спектрометрия (B);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;"
Дефицит бора проявляется остеопорозом, снижением иммунитета, нарушениями обмена магния, кальция, фосфора, возникновением дисбаланса половых гормонов. В медицине и быту соединения бора используют в качестве антисептических агентов, консервантов, фунгицидов, их неадекватное применение или случайное поглощение в большом количестве может вызвать определённые токсические эффекты. ";7;сыворотка
23.1.A4;Железо в крови, спектрометрия (Fe);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;Тест используют для скрининга, дифференциальной диагностики анемий, и оценки эффективности лечения, также при возможном отравлении железосодержащими препаратами. Выраженный дефицит железа сопровождается снижением уровня гемоглобина. Для диагностики латентного железодефицита необходимо исследовать ферритин, трансферрин, ЛЖСС.;7;сыворотка
23.1.A21;Кадмий в крови, спектрометрия (Cd);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;Тест используется для диагностики интоксикации кадмием. Хроническое воздействие кадмия может привести к остеомаляции, нарушению минерализации костей, сопровождающемуся переломами и деформацией костей, а также к анемии, поражению печени, кардиопатии, развитию гипертонии. Острое отравление высокими дозами кадмия приводит к тяжелым поражениям органов дыхания, возможен отек легких.;8;кровь с EDTA
23.1.A2;Калий в крови, спектрометрия (K);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;Участвует в проведении нервных импульсов, обладает иммуномодулирующей активностью. Концентрация в крови зависит от равновесия поступления калия извне, распределения в организме и выведения (почками, потовыми железами, через кишечник и т. п.). Гиперкалиемия - желудочковая тахикардия, фибрилляция желудочков и даже асистолия. Гипокалиемия - мышечная слабость, снижение рефлексов, гипотония, нарушения в проводящей системе сердца, непроходимость кишечника, полиурия. ;7;сыворотка
23.1.A3;Кальций в крови, спектрометрия (Ca);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;"Данный тест определяет количество общего кальция и используется для скрининга и диагностики остеопороза, гипертиреоза, мочекаменной болезни, при заболеваниях сердечно-сосудистой системы (аритмии и нарушение тонуса миокарда); при гипотонии мышц; злокачественных новообразованиях.";7;сыворотка
23.1.A16;Кобальт в крови, спектрометрия (Co);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;"Кобальт- компонент витамина В12, необходимого для синтеза ДНК, процессов кроветворения, функционирования нервной системы и многих других процессов. Дефицит кобальта – причина пернициозной анемии (болезнь Адиссона – Бирмера), фуникулярного миелоза, мегалобластной анемии при дифиллоботриозе (заражение широким лентецом). Токсические эффекты избытка кобальта включают гиперплазию щитовидных желёз, микседему, кардиомиопатию (особенно, при алкоголизме), полицитемию и поражение нервов. 
";7;сыворотка
23.1.A12;Кремний в крови, спектрометрия (Si);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;Дефицит кремния характеризуется задержкой роста, повышенной ломкостью ногтей и волос, патологической подвижностью суставов (одновременный дефицит кальция и кремния). Избыток - при повышенном поступлении (проф. вредности). Особенно опасно токсическое действие частиц оксида кремния и различных силикатов, в частности, асбеста (развитие силикоза). ;7;сыворотка
23.1.A9;Литий (Li) терапевтический в крови;Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;Препараты лития применяют для лечения маниакальных расстройств. Поэтому исследования уровня лития в крови используют при мониторировании терапии препаратами лития. Длительный приём препаратов лития, сопровождающийся его аккумуляцией в тканях, отражается и в повышении уровня лития в волосах и моче.;7;кровь с EDTA
23.1.A5;Магний в крови, спектрометрия (Mg);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;"Тест используется при нервной патологии (треморе, судорогах, гипервозбудимости); при оценке состояния щитовидной железы, почечной и надпочечниковой недостаточности, аритмиях; при гестозах.";7;сыворотка
23.1.A15;Марганец в крови, спектрометрия (Mn);Можно сдавать кровь в течение дня, не ранее, чем через 3 часа после приема пищи или утром натощак. Чистую воду можно пить в обычном режиме. Рекомендовано исключение витаминов и биодобавок в течение 3-х дней перед исследованием. Исследование на микроэлементы в крови допустимо не ранее, чем через 1 месяц после проведения рентгеноконтрастного обследования.;"Снижение: остеопороз, инсулинрезистентный сахарный диабет, эпилепсия, бесплодие и др. Низкий уровень марганца характерен для пациентов с рассеянным склерозом, витилиго, сахарным диабетом, различными аллергозами и ревматическими заболеваниями. У половины детей, страдающих бронхиальной астмой, уровень марганца в волосах понижен. Избыток марганца проявляется невротическими синдромами, повышенной утомляемостью, рахитом, гипотиреозом.

Аналитическая чувствительность 1 мкг/л";7;сыворотка
